open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1759536000000,122182.60,122210.00,122165.90,122178.20,155.779,1759536059999,19034580.07200,3090,61.794,7550595.92910,0
1759536060000,122178.10,122219.80,122162.40,122174.40,130.927,1759536119999,15996740.36410,2696,52.490,6413202.70570,0
1759536120000,122174.50,122176.80,122167.80,122167.80,39.101,1759536179999,4777058.93310,764,18.627,2275664.13100,0
1759536180000,122167.90,122167.90,122150.60,122150.70,40.255,1759536239999,4917666.98990,972,18.664,2280088.91200,0
1759536240000,122150.60,122150.70,121999.30,122070.80,757.934,1759536299999,92509570.88270,8291,268.222,32732557.23800,0
1759536300000,122070.70,122150.70,122070.70,122150.70,81.401,1759536359999,9940865.73930,1911,63.598,7766701.50830,0
1759536360000,122150.60,122200.10,122150.60,122200.10,48.695,1759536419999,5949133.39000,1458,32.808,4008404.69490,0
1759536420000,122200.10,122217.30,122140.30,122140.40,76.852,1759536479999,9390441.67030,1852,7.536,920807.31910,0
1759536480000,122140.30,122140.40,122115.70,122138.40,59.239,1759536539999,7234766.66490,1463,42.045,5134816.03120,0
1759536540000,122138.40,122188.80,122138.30,122188.80,47.448,1759536599999,5796699.80300,1310,40.456,4942447.57940,0
1759536600000,122188.80,122199.00,122159.20,122160.60,56.742,1759536659999,6932807.64720,1377,16.550,2022069.30640,0
1759536660000,122160.50,122179.80,122153.00,122153.00,61.873,1759536719999,7558947.46840,1267,25.412,3104500.10740,0
1759536720000,122152.90,122152.90,122147.50,122147.60,9.210,1759536779999,1124982.66850,352,5.127,626250.92270,0
1759536780000,122147.50,122147.60,122147.50,122147.50,14.089,1759536839999,1720937.21540,434,10.879,1328843.74040,0
1759536840000,122147.50,122147.60,122122.10,122122.80,12.807,1759536899999,1564271.33040,733,5.039,615493.99780,0
1759536900000,122122.80,122146.90,122122.80,122145.60,46.747,1759536959999,5709400.45080,1263,40.610,4959809.76990,0
1759536960000,122145.60,122187.10,122145.60,122147.30,70.904,1759537019999,8662560.31520,1655,37.767,4614060.75830,0
1759537020000,122147.30,122181.80,122130.00,122181.80,69.294,1759537079999,8463868.12660,1455,51.400,6278226.04370,0
1759537080000,122181.80,122202.20,122181.70,122182.40,76.868,1759537139999,9392712.70090,1641,22.351,2731008.40640,0
1759537140000,122182.30,122182.40,122165.60,122175.00,32.610,1759537199999,3983880.33260,911,19.480,2379817.93400,0
1759537200000,122174.90,122209.80,122166.00,122170.40,93.066,1759537259999,11372018.09420,1963,50.724,6197888.27600,0
1759537260000,122170.30,122202.90,122170.30,122202.90,21.003,1759537319999,2566185.89820,689,19.128,2337061.74940,0
1759537320000,122202.80,122226.00,122202.80,122225.90,29.547,1759537379999,3611013.98450,776,27.806,3398246.48220,0
1759537380000,122225.90,122240.00,122225.90,122240.00,28.484,1759537439999,3481728.14110,686,25.044,3061249.00430,0
1759537440000,122239.90,122256.40,122239.90,122253.20,36.505,1759537499999,4462709.70130,873,22.926,2802648.28820,0
1759537500000,122253.20,122253.30,122178.30,122188.50,71.665,1759537559999,8758433.67110,1949,16.103,1967649.17560,0
1759537560000,122188.40,122193.20,122139.30,122145.20,41.473,1759537619999,5066665.58200,1323,13.431,1640833.57920,0
