open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1759708800000,123426.70,123453.50,123413.20,123413.30,100.071,1759708859999,12352470.43500,2109,53.701,6628992.48940,0
1759708860000,123413.40,123427.20,123400.00,123406.70,44.799,1759708919999,5528640.87960,1659,14.505,1790030.35490,0
1759708920000,123406.70,123452.90,123397.40,123397.50,64.917,1759708979999,8012410.12970,1816,12.975,1601329.20700,0
1759708980000,123397.40,123397.50,123264.30,123286.00,135.688,1759709039999,16732059.56850,3448,39.013,4810354.91920,0
1759709040000,123286.00,123338.60,123274.60,123330.00,202.476,1759709099999,24966077.14210,3739,45.469,5606401.98400,0
1759709100000,123329.90,123330.00,123250.70,123276.10,68.020,1759709159999,8385183.16260,2527,12.949,1596214.86390,0
1759709160000,123276.10,123297.40,123242.20,123251.70,157.138,1759709219999,19370249.44310,2729,20.754,2558327.92600,0
1759709220000,123251.80,123271.70,123225.90,123258.80,91.531,1759709279999,11280534.08250,2251,36.896,4546952.17840,0
1759709280000,123258.70,123280.20,123249.80,123259.70,40.701,1759709339999,5016997.09520,1540,16.776,2067753.99570,0
1759709340000,123259.80,123277.60,123244.90,123277.50,35.387,1759709399999,4361689.45110,1158,18.645,2298170.15170,0
1759709400000,123277.60,123277.60,123206.10,123246.70,78.070,1759709459999,9620835.59550,2442,38.669,4765182.47780,0
1759709460000,123246.70,123300.00,123246.70,123287.90,62.005,1759709519999,7643335.05640,2357,40.206,4956160.61090,0
1759709520000,123288.00,123417.40,123288.00,123410.00,73.267,1759709579999,9038896.63790,2366,48.596,5994239.84730,0
1759709580000,123409.90,123453.50,123409.90,123453.50,285.243,1759709639999,35213574.31690,2189,253.286,31268463.83320,0
1759709640000,123453.50,123453.50,123453.40,123453.50,251.256,1759709699999,31018431.11420,1248,236.438,29189098.63300,0
1759709700000,123453.40,123886.00,123453.40,123760.50,1431.796,1759709759999,177104489.66430,22915,962.011,118969899.04230,0
1759709760000,123760.40,124100.00,123746.80,124060.00,981.792,1759709819999,121701833.79580,16755,650.184,80594442.62370,0
1759709820000,124060.00,124198.80,124023.10,124158.40,525.949,1759709879999,65280419.81810,9527,228.521,28364951.84560,0
1759709880000,124158.30,124200.00,124050.00,124195.80,350.662,1759709939999,43527938.95050,7389,169.360,21023673.16340,0
1759709940000,124195.90,124300.00,124142.40,124296.90,348.141,1759709999999,43246878.76960,6861,179.661,22317876.30760,0
1759710000000,124296.80,124336.30,124142.40,124149.80,332.543,1759710059999,41316233.91460,6725,148.496,18451549.67740,0
1759710060000,124149.90,124149.90,123957.30,123961.70,330.136,1759710119999,40940594.76200,7347,102.629,12725732.91570,0
1759710120000,123961.80,123961.80,123637.90,123866.30,824.985,1759710179999,102114404.91470,14452,423.927,52467355.92450,0
1759710180000,123866.40,123960.30,123866.30,123960.20,193.505,1759710239999,23976479.20350,4118,99.568,12336667.54260,0
1759710240000,123960.30,123994.20,123840.00,123882.60,226.091,1759710299999,28012255.48050,4708,66.153,8196141.95300,0
1759710300000,123882.60,123882.60,123732.30,123746.30,366.548,1759710359999,45384842.29170,5847,73.190,9059418.09750,0
1759710360000,123746.20,123746.20,123446.70,123549.20,426.288,1759710419999,52673640.83250,9951,120.485,14886826.57560,0
1759710420000,123549.20,123638.30,123488.40,123638.20,155.523,1759710479999,19218506.54720,5152,76.925,9505295.31330,0
1759710480000,123638.30,123662.90,123483.40,123509.90,115.434,1759710539999,14263682.53940,4468,48.576,6002519.09020,0
1759710540000,123510.00,123625.50,123497.80,123625.40,108.819,1759710599999,13445535.34670,3772,63.232,7812608.89390,0
1759710600000,123625.40,123796.30,123600.10,123796.30,123.183,1759710659999,15236621.78260,4554,79.865,9878464.29010,0
1759710660000,123796.30,123837.90,123594.10,123617.80,181.407,1759710719999,22445355.29110,6001,57.461,7110069.48330,0
1759710720000,123617.80,123738.40,123585.50,123729.50,79.444,1759710779999,9822780.99860,4774,44.374,5486731.87600,0
1759710780000,123729.60,123748.30,123637.20,123681.20,91.412,1759710839999,11306337.50240,3660,34.881,4313695.08930,0
1759710840000,123681.10,123829.90,123677.70,123736.50,128.276,1759710899999,15872982.67230,4616,85.481,10576941.81330,0
1759710900000,123736.40,123736.50,123607.60,123686.30,84.647,1759710959999,10468201.88340,4418,37.406,4625619.09730,0
1759710960000,123686.30,123730.40,123625.60,123727.40,85.849,1759711019999,10618038.16670,3554,34.579,4277005.37730,0
1759711020000,123727.30,123727.40,123608.50,123613.60,71.517,1759711079999,8843758.60820,3086,18.845,2330135.89710,0
1759711080000,123613.70,123613.70,123519.90,123564.00,115.432,1759711139999,14263931.30870,4424,26.342,3254899.36290,0
1759711140000,123564.00,123578.70,123401.70,123477.10,192.780,1759711199999,23803137.55110,5885,40.612,5014383.69870,0
1759711200000,123477.10,123562.00,123415.00,123546.50,90.831,1759711259999,11215928.82240,3914,51.960,6416452.28570,0
1759711260000,123546.50,123565.40,123501.40,123560.30,74.396,1759711319999,9190936.07970,2780,40.018,4943788.53630,0
1759711320000,123560.30,123560.40,123531.20,123540.80,33.584,1759711379999,4149006.01970,1808,17.802,2199236.83060,0
1759711380000,123540.80,123658.20,123540.80,123598.50,89.539,1759711439999,11067392.52930,3309,58.820,7269796.87090,0
1759711440000,123598.60,123660.70,123580.00,123646.20,40.938,1759711499999,5060964.20770,1712,25.218,3117576.33890,0
1759711500000,123646.30,123696.70,123603.80,123625.00,73.164,1759711559999,9045059.28250,3665,38.584,4770046.31980,0
1759711560000,123625.00,123627.80,123522.50,123566.60,58.589,1759711619999,7240506.70860,2682,19.563,2417372.19090,0
1759711620000,123566.70,123608.80,123503.30,123513.30,57.311,1759711679999,7080455.58990,2761,25.991,3211093.39720,0
1759711680000,123513.20,123513.30,123430.40,123475.70,60.008,1759711739999,7409428.28660,2594,23.890,2949680.37320,0
1759711740000,123475.60,123512.90,123445.70,123502.40,33.331,1759711799999,4115886.24700,1784,16.914,2088654.86970,0
1759711800000,123503.00,123503.10,123435.70,123494.20,51.808,1759711859999,6396778.15210,2355,17.311,2137426.59150,0
1759711860000,123494.20,123512.30,123469.70,123469.70,57.388,1759711919999,7086555.75000,1701,40.067,4947660.58600,0
1759711920000,123469.70,123469.70,123280.80,123299.90,171.117,1759711979999,21106095.49660,4309,35.872,4424706.44570,0
1759711980000,123300.00,123303.80,123223.70,123303.80,238.860,1759712039999,29444265.04230,4665,117.051,14428739.68270,0
1759712040000,123303.80,123318.80,123058.00,123115.50,651.260,1759712099999,80201579.35700,10602,170.038,20935421.18840,0
1759712100000,123115.50,123256.80,123018.50,123245.80,263.621,1759712159999,32457210.78870,6530,136.686,16830763.78090,0
1759712160000,123245.80,123285.80,123168.80,123285.80,224.061,1759712219999,27607822.76830,4793,161.731,19927987.69690,0
1759712220000,123285.80,123314.30,123262.60,123279.20,71.683,1759712279999,8837927.67820,3039,36.415,4489556.50880,0
1759712280000,123279.10,123388.00,123239.00,123315.70,231.319,1759712339999,28526841.98600,5261,166.636,20549286.63770,0
1759712340000,123315.90,123331.90,123295.80,123295.80,38.605,1759712399999,4760581.71200,1458,16.201,1997791.07710,0
1759712400000,123295.90,123313.00,123187.80,123208.70,214.155,1759712459999,26396126.73270,4906,61.439,7572283.08600,0
1759712460000,123208.70,123295.10,123187.80,123257.80,88.730,1759712519999,10934887.50750,2569,61.605,7592059.64190,0
1759712520000,123257.80,123257.90,123140.30,123155.50,71.896,1759712579999,8855788.49280,3151,24.483,3015493.25820,0
1759712580000,123155.60,123287.40,123155.50,123270.70,58.645,1759712639999,7225493.34500,2635,39.654,4885458.30870,0
1759712640000,123270.60,123360.00,123270.60,123330.30,64.716,1759712699999,7980901.04440,3043,49.001,6042976.98220,0
1759712700000,123330.30,123399.30,123323.40,123395.90,71.413,1759712759999,8809731.23690,2365,55.160,6804672.74820,0
1759712760000,123395.90,123466.20,123395.90,123455.50,73.420,1759712819999,9063335.15390,2709,52.019,6421292.69150,0
1759712820000,123455.60,123594.80,123455.50,123535.10,187.108,1759712879999,23117058.90130,5056,118.177,14600062.19450,0
1759712880000,123535.00,123535.30,123473.50,123495.60,35.820,1759712939999,4424066.97810,2463,13.990,1727810.86500,0
1759712940000,123495.60,123507.50,123424.00,123429.60,49.838,1759712999999,6153211.95100,2053,15.001,1852161.65650,0
1759713000000,123429.60,123488.10,123429.60,123488.00,30.637,1759713059999,3782430.33660,1616,16.705,2062441.69410,0
1759713060000,123488.00,123496.00,123452.80,123486.30,68.768,1759713119999,8491929.68570,2272,15.789,1949548.24970,0
1759713120000,123486.30,123555.90,123486.30,123541.30,67.122,1759713179999,8291432.61120,2046,52.347,6466259.26150,0
1759713180000,123541.40,123549.10,123464.30,123464.40,47.478,1759713239999,5864468.50240,2039,15.634,1931112.05240,0
1759713240000,123464.40,123464.40,123435.70,123435.70,31.342,1759713299999,3869201.92880,1383,8.253,1018808.63190,0
1759713300000,123435.70,123435.70,123278.30,123278.40,63.740,1759713359999,7861970.92890,3407,14.400,1776007.46160,0
1759713360000,123278.30,123373.80,123262.60,123373.70,46.177,1759713419999,5694225.41640,2426,26.787,3303155.93780,0
