open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1759104000000,112119.70,112138.20,112075.30,112094.30,223.335,1759104059999,25036535.54170,4267,97.286,10905947.00980,0
1759104060000,112094.30,112119.70,112059.30,112119.60,70.469,1759104119999,7899208.18290,2200,27.693,3104130.22660,0
1759104120000,112119.60,112123.50,112086.40,112096.10,71.204,1759104179999,7982472.17940,1925,18.887,2117217.01350,0
1759104180000,112096.00,112096.10,112058.20,112076.80,38.185,1759104239999,4279605.31080,1208,10.309,1155331.99960,0
1759104240000,112076.80,112088.80,112064.70,112088.70,55.609,1759104299999,6232650.94880,1436,12.916,1447642.43660,0
1759104300000,112088.70,112100.00,112050.60,112050.60,42.027,1759104359999,4710338.73240,1451,14.665,1643809.81100,0
1759104360000,112050.70,112050.70,111989.40,111993.50,64.752,1759104419999,7253133.46720,1917,9.019,1010252.21160,0
1759104420000,111993.60,112048.20,111989.40,112042.60,58.742,1759104479999,6579825.75740,2219,31.371,3513859.90190,0
1759104480000,112042.70,112111.40,112042.60,112074.50,57.367,1759104539999,6430318.69510,1919,31.444,3524270.18280,0
1759104540000,112074.50,112128.90,112026.20,112128.90,45.402,1759104599999,5088310.07280,2026,28.417,3185008.14850,0
1759104600000,112128.90,112188.80,112128.90,112188.80,66.284,1759104659999,7434986.99610,1594,49.060,5503024.37450,0
1759104660000,112188.70,112220.00,112047.20,112047.20,270.115,1759104719999,30292077.49850,4653,67.901,7617654.01330,0
1759104720000,112047.20,112055.80,112026.40,112045.70,72.182,1759104779999,8087454.78820,1964,31.369,3514607.26730,0
1759104780000,112045.60,112070.70,112045.60,112069.00,62.797,1759104839999,7037083.49360,1881,20.551,2302826.23670,0
1759104840000,112069.00,112095.40,112046.30,112053.70,46.082,1759104899999,5164606.54510,1664,15.464,1733106.12820,0
1759104900000,112053.60,112073.00,111975.80,111995.10,136.987,1759104959999,15344063.60140,3773,15.046,1685208.74920,0
1759104960000,111995.10,112009.10,111992.30,111992.50,42.245,1759105019999,4731327.83060,1535,18.055,2022075.31670,0
1759105020000,111992.50,111996.60,111961.70,111984.60,65.437,1759105079999,7327757.89320,1968,17.837,1997389.66560,0
1759105080000,111984.60,111984.70,111950.10,111957.40,72.276,1759105139999,8092372.96040,1828,17.311,1938118.24700,0
1759105140000,111957.40,111966.80,111916.00,111949.90,60.647,1759105199999,6788828.02240,1891,15.034,1682955.55150,0
1759105200000,111950.00,111984.60,111949.90,111984.60,97.343,1759105259999,10898233.07330,1030,83.095,9302862.72380,0
1759105260000,111984.60,112094.00,111984.50,112094.00,45.078,1759105319999,5049276.96750,1596,41.391,4636268.93370,0
1759105320000,112094.00,112146.60,112075.40,112075.40,151.768,1759105379999,17016026.34150,3037,44.410,4978992.83770,0
