open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1757289600000,111075.50,111111.10,111044.60,111102.60,71.312,1757289659999,7921323.70260,2149,37.530,4168563.80420,0
1757289660000,111102.60,111102.60,111009.00,111009.00,61.670,1757289719999,6850048.03510,1860,33.240,3692494.04780,0
1757289720000,111009.00,111030.00,110976.00,111020.10,145.927,1757289779999,16198087.97470,3084,38.185,4238557.05670,0
1757289780000,111020.10,111040.10,110985.00,110985.10,46.893,1757289839999,5206078.84760,1252,20.624,2289737.12070,0
1757289840000,110985.10,110999.00,110976.10,110998.90,59.853,1757289899999,6642893.61480,1368,25.844,2868370.82110,0
1757289900000,110998.90,111075.50,110998.90,111059.40,61.965,1757289959999,6881696.32140,1913,39.524,4389221.11300,0
1757289960000,111059.40,111105.40,111059.30,111072.40,82.311,1757290019999,9143933.14510,1755,27.147,3015776.50490,0
1757290020000,111072.40,111125.40,111059.30,111059.40,63.269,1757290079999,7028659.40720,1579,39.841,4426107.81120,0
1757290080000,111059.40,111079.00,111009.00,111014.70,46.371,1757290139999,5149471.66330,1562,16.181,1796820.82700,0
1757290140000,111014.70,111025.60,110981.00,110981.10,59.604,1757290199999,6616284.69020,1193,10.828,1201967.21960,0
1757290200000,110981.10,111020.70,110965.30,111020.70,43.179,1757290259999,4791918.86460,1919,23.915,2654066.59310,0
1757290260000,111020.70,111055.10,111020.60,111052.80,35.697,1757290319999,3964053.42250,962,27.992,3108393.14150,0
1757290320000,111052.80,111080.00,111052.80,111080.00,27.331,1757290379999,3035673.30610,1056,17.907,1988904.56850,0
1757290380000,111080.00,111080.00,111061.30,111061.40,19.266,1757290439999,2139964.98570,651,7.293,810076.79850,0
1757290440000,111061.30,111061.40,111053.80,111053.80,11.301,1757290499999,1255096.35100,421,1.522,169033.72580,0
1757290500000,111053.80,111060.60,111013.60,111013.70,32.076,1757290559999,3561836.40900,1124,15.829,1757801.78520,0
1757290560000,111013.60,111013.70,110958.50,110965.80,32.465,1757290619999,3602720.62040,1227,10.533,1168774.04650,0
1757290620000,110965.70,111009.00,110950.00,111009.00,81.133,1757290679999,9003548.29840,1738,44.440,4931888.18390,0
1757290680000,111009.00,111016.00,110988.30,110988.40,33.586,1757290739999,3728208.11260,957,8.918,989937.65330,0
1757290740000,110988.30,110988.40,110953.70,110969.20,21.845,1757290799999,2424025.26830,915,8.054,893660.93320,0
1757290800000,110969.20,110969.20,110938.70,110938.70,51.179,1757290859999,5678740.39450,846,27.598,3062272.52100,0
1757290860000,110938.70,110954.90,110915.60,110940.20,86.621,1757290919999,9609047.05090,1842,55.832,6193559.59450,0
1757290920000,110940.30,110975.90,110940.20,110975.90,97.749,1757290979999,10845870.78580,1169,76.622,8501531.88860,0
1757290980000,110976.00,111035.10,110975.90,111034.90,48.925,1757291039999,5430686.58180,1226,45.027,4997998.80070,0
1757291040000,111034.90,111034.90,111026.30,111034.70,14.020,1757291099999,1556671.59850,582,8.264,917561.66000,0
1757291100000,111034.70,111034.80,110991.70,110991.70,32.905,1757291159999,3652849.20510,767,20.684,2296088.13110,0
1757291160000,110991.70,110991.80,110975.70,110975.70,15.449,1757291219999,1714643.46150,402,2.433,270037.79680,0
1757291220000,110975.80,110975.80,110915.00,110937.50,187.107,1757291279999,20754947.02640,1907,64.705,7177253.39970,0
1757291280000,110937.50,111010.00,110937.50,111009.70,44.373,1757291339999,4923996.74250,1491,33.122,3675129.66340,0
1757291340000,111009.90,111197.20,111009.90,111182.10,95.627,1757291399999,10626565.24770,2811,78.193,8688585.16540,0
1757291400000,111182.10,111197.30,111111.90,111133.40,113.413,1757291459999,12608360.98690,2933,36.748,4085132.75280,0
1757291460000,111133.40,111156.10,111100.00,111100.10,47.144,1757291519999,5238782.45780,1695,14.970,1663505.87290,0
1757291520000,111100.00,111104.80,111023.10,111023.70,97.165,1757291579999,10791357.65280,2414,36.707,4076580.22500,0
1757291580000,111023.70,111040.50,110988.00,111038.40,38.303,1757291639999,4252065.40780,1381,16.742,1858530.91860,0
1757291640000,111038.40,111038.40,110997.60,110997.60,13.766,1757291699999,1528252.70160,934,6.142,681881.30530,0
1757291700000,110997.60,111008.90,110976.70,110976.80,33.510,1757291759999,3719122.33190,876,25.336,2811915.82250,0
1757291760000,110976.80,110992.20,110969.10,110983.20,26.960,1757291819999,2992068.96020,770,9.236,1024959.03000,0
1757291820000,110983.30,111040.00,110983.30,111024.80,34.908,1757291879999,3875538.06700,1140,29.026,3222475.42550,0
1757291880000,111024.80,111186.00,111013.70,111163.70,247.232,1757291939999,27463376.23240,3737,215.830,23973303.93250,0
1757291940000,111163.70,111183.00,111163.70,111181.00,58.046,1757291999999,6453040.23460,1433,42.903,4769566.90730,0
1757292000000,111181.00,111226.40,111180.80,111217.70,58.684,1757292059999,6526090.29380,1834,44.453,4943389.77890,0
1757292060000,111217.70,111250.00,111217.60,111244.90,43.770,1757292119999,4868994.69060,1225,36.062,4011522.96810,0
1757292120000,111245.00,111245.00,111182.10,111196.00,76.521,1757292179999,8509666.75850,1939,22.047,2451554.79930,0
1757292180000,111196.00,111196.00,111149.90,111150.00,25.821,1757292239999,2870558.84720,827,9.118,1013739.73390,0
1757292240000,111150.00,111168.20,111124.50,111128.40,56.292,1757292299999,6256618.96190,1303,5.986,665352.02030,0
1757292300000,111128.30,111128.30,111044.60,111044.60,192.038,1757292359999,21334378.96860,1652,15.029,1669104.35350,0
1757292360000,111044.60,111044.60,110969.20,110976.60,61.732,1757292419999,6852105.07940,2196,28.970,3215394.08340,0
1757292420000,110976.60,110976.70,110960.00,110960.10,25.800,1757292479999,2862912.35920,610,16.246,1802714.68310,0
1757292480000,110960.00,110960.10,110937.50,110952.40,40.732,1757292539999,4519171.31470,1242,18.208,2020043.85670,0
1757292540000,110952.40,110952.40,110930.60,110930.70,33.630,1757292599999,3730986.74640,821,11.142,1236119.58760,0
1757292600000,110930.70,110946.20,110930.60,110940.60,30.202,1757292659999,3350519.18870,631,22.938,2544662.63110,0
1757292660000,110940.60,110940.60,110923.00,110927.70,29.097,1757292719999,3227678.83270,785,9.609,1065896.41040,0
1757292720000,110927.70,110927.70,110910.00,110910.10,35.831,1757292779999,3974333.56120,687,15.054,1669710.79950,0
1757292780000,110910.10,110921.70,110873.20,110911.20,122.745,1757292839999,13612403.87470,2315,35.371,3922593.97800,0
1757292840000,110911.10,110911.20,110724.00,110733.00,671.589,1757292899999,74409094.68170,7404,152.602,16909227.67540,0
1757292900000,110733.00,110866.80,110683.80,110850.40,843.514,1757292959999,93409988.94300,10061,381.736,42276439.93600,0
1757292960000,110850.40,110856.50,110805.20,110816.30,81.387,1757293019999,9020237.40950,1906,56.332,6243443.06470,0
1757293020000,110816.30,110816.30,110794.00,110804.40,33.043,1757293079999,3661328.23810,1070,19.595,2171213.99810,0
1757293080000,110804.40,110804.40,110765.70,110803.20,69.928,1757293139999,7746526.17290,1619,29.536,3271970.69620,0
1757293140000,110803.20,110807.00,110786.50,110786.50,50.091,1757293199999,5549726.69720,976,26.822,2971679.56390,0
