1753747200000000,118062.32000000,118064.46000000,117948.31000000,117989.14000000,8.27215000,1753747259999999,976259.74096690,1460,2.61192000,308247.66509630,0
1753747260000000,117989.15000000,118017.90000000,117961.25000000,117961.26000000,3.69944000,1753747319999999,436502.86915840,1113,2.52467000,297895.05237380,0
1753747320000000,117961.26000000,118008.36000000,117961.26000000,118008.36000000,1.56063000,1753747379999999,184132.09229150,1154,0.96501000,113854.33868580,0
1753747380000000,118008.35000000,118100.00000000,118008.35000000,118100.00000000,2.65480000,1753747439999999,313444.11745490,1051,2.27944000,269125.86557910,0
1753747440000000,118100.00000000,118136.71000000,118099.99000000,118126.35000000,11.67649000,1753747499999999,1379332.38693120,1042,10.32295000,1219454.12484100,0
1753747500000000,118126.35000000,118126.35000000,118100.00000000,118100.01000000,1.84951000,1753747559999999,218439.08896540,952,1.04595000,123531.00568410,0
1753747560000000,118100.01000000,118150.52000000,118100.01000000,118150.51000000,2.12525000,1753747619999999,251054.97379350,1007,1.39243000,164497.59995560,0
1753747620000000,118150.52000000,118194.14000000,118150.51000000,118194.14000000,4.50027000,1753747679999999,531826.68183590,889,3.75969000,444302.15548780,0
1753747680000000,118194.14000000,118247.62000000,118186.09000000,118245.15000000,12.41444000,1753747739999999,1467532.87800170,1385,10.12752000,1197180.14330700,0
1753747740000000,118245.15000000,118265.80000000,118210.59000000,118210.60000000,10.41553000,1753747799999999,1231583.54621790,1597,0.91999000,108783.32374650,0
1753747800000000,118210.59000000,118210.60000000,118152.00000000,118199.99000000,1.52524000,1753747859999999,180258.66900020,1351,0.64866000,76659.69133200,0
1753747860000000,118200.00000000,118254.38000000,118200.00000000,118229.72000000,10.23098000,1753747919999999,1209611.07441140,1022,9.25738000,1094494.67505650,0
1753747920000000,118229.73000000,118265.80000000,118229.72000000,118265.80000000,0.97011000,1753747979999999,114718.28460210,554,0.69261000,81902.93634260,0
1753747980000000,118265.79000000,118265.80000000,118230.63000000,118262.43000000,7.53430000,1753748039999999,891007.91033890,1080,2.08798000,246923.63987210,0
1753748040000000,118262.42000000,118285.00000000,118262.42000000,118285.00000000,2.80146000,1753748099999999,331338.18901710,432,2.32509000,274991.94776770,0
1753748100000000,118285.00000000,118298.21000000,118284.99000000,118298.21000000,4.37481000,1753748159999999,517497.67386440,457,3.43578000,406420.24608090,0
1753748160000000,118298.21000000,118450.00000000,118298.20000000,118383.38000000,42.53953000,1753748219999999,5036010.77476710,4196,24.54539000,2905241.67154090,0
1753748220000000,118383.38000000,118400.71000000,118371.54000000,118400.71000000,7.62102000,1753748279999999,902274.09374430,724,4.92869000,583514.66925200,0
1753748280000000,118400.70000000,118432.84000000,118398.10000000,118398.10000000,9.30522000,1753748339999999,1101866.03162580,1408,2.08932000,247399.41833650,0
1753748340000000,118398.10000000,118398.10000000,118285.71000000,118285.72000000,4.30365000,1753748399999999,509242.45640000,1768,0.24518000,29016.19561350,0
1753748400000000,118285.72000000,118351.84000000,118285.71000000,118351.84000000,3.26644000,1753748459999999,386485.61212690,977,2.95976000,350191.74858510,0
1753748460000000,118351.84000000,118398.11000000,118351.84000000,118398.11000000,3.56696000,1753748519999999,422229.36994300,883,3.22319000,381534.35598020,0
1753748520000000,118398.11000000,118420.00000000,118379.99000000,118419.99000000,2.66917000,1753748579999999,316024.57691610,805,0.63255000,74895.59370590,0
1753748580000000,118419.99000000,118424.87000000,118419.99000000,118424.86000000,1.43176000,1753748639999999,169549.64058690,282,0.52593000,62281.07350150,0
1753748640000000,118424.87000000,118427.59000000,118348.86000000,118412.24000000,10.83438000,1753748699999999,1282812.85217490,2085,1.57073000,185957.53503330,0
1753748700000000,118412.24000000,118412.24000000,118380.00000000,118406.72000000,2.51795000,1753748759999999,298125.39377540,1196,0.83727000,99126.85467470,0
1753748760000000,118406.73000000,118420.00000000,118380.00000000,118403.62000000,5.20860000,1753748819999999,616711.89829220,1212,1.53436000,181665.35046850,0
1753748820000000,118403.62000000,118417.93000000,118372.18000000,118385.93000000,4.16056000,1753748879999999,492598.62353840,1381,0.63533000,75216.85696980,0
1753748880000000,118385.92000000,118413.20000000,118364.17000000,118365.89000000,2.77920000,1753748939999999,329031.68889880,1576,0.83698000,99076.10061500,0
1753748940000000,118365.88000000,118365.89000000,118237.76000000,118242.22000000,10.07653000,1753748999999999,1192028.67381970,2176,2.04192000,241567.53034800,0
1753749000000000,118242.22000000,118249.40000000,118170.01000000,118172.36000000,15.63124000,1753749059999999,1847426.30974180,2127,6.18706000,731162.67401700,0
