day,daily_pnl,daily_turnover,bars,daily_return,profit_over_turnover,equity_curve
2025-01-01,0.017799871185142924,25.0,48,0.017799871185142924,7.1199484740571695,1.0177998711851428
2025-01-02,-0.001005417879196835,21.0,48,-0.001005417879196835,-0.47877041866515946,1.016776556997209
2025-01-03,0.018478355171016703,27.0,48,0.018478355171016703,6.843835248524705,1.0355649153469668
2025-01-04,0.0007114726095982515,24.0,48,0.0007114726095982515,0.29644692066593814,1.0363016914196972
2025-01-05,-0.006901614381359167,24.0,48,-0.006901614381359167,-2.875672658899653,1.029149536762768
2025-01-06,0.03526562725406568,27.0,48,0.03526562725406568,13.061343427431733,1.0654431407149383
2025-01-07,-0.03387712963413558,20.0,48,-0.03387712963413558,-16.938564817067792,1.0293489853191378
2025-01-08,-0.014812257079006463,25.0,48,-0.014812257079006463,-5.924902831602585,1.0141020035245762
2025-01-09,-0.03610105069100611,22.0,48,-0.03610105069100611,-16.409568495911866,0.9774918556894847
2025-01-10,0.019806656384665944,31.0,48,0.019806656384665944,6.38924399505353,0.9968527009939359
2025-01-11,-0.0017085131434837475,22.0,48,-0.0017085131434837475,-0.7765968834017034,0.9951495650521704
2025-01-12,-0.002846952453178897,20.0,48,-0.002846952453178897,-1.4234762265894485,0.9923164215566652
2025-01-13,-0.0380669235277058,19.0,48,-0.0380669235277058,-20.035222909318843,0.954541988221981
2025-01-14,0.015062142176319071,22.0,48,0.015062142176319071,6.846428261963214,0.9689194353618468
2025-01-15,0.028368896495563067,29.0,48,0.028368896495563067,9.7823781019183,0.9964066105361664
2025-01-16,0.002582370319809346,27.0,48,0.002582370319809346,0.9564334517812394,0.9989797013936769
2025-01-17,0.015100085592941848,27.0,48,0.015100085592941848,5.5926242936821655,1.014064380390333
2025-01-18,0.006792461447550524,18.0,48,0.006792461447550524,3.7735896930836246,1.0209523735994686
2025-01-19,0.002984158141515758,29.0,48,0.002984158141515758,1.0290200487985373,1.0239990569372452
2025-01-20,-0.017797796561743517,26.0,48,-0.017797796561743517,-6.845306369901353,1.005774130042459
2025-01-21,0.019700103001148883,18.0,48,0.019700103001148883,10.944501667304934,1.0255879840001862
2025-01-22,-0.0014812520366394022,28.0,48,-0.0014812520366394022,-0.5290185845140722,1.024068829710133
2025-01-23,0.003936068723635611,25.0,48,0.003936068723635611,1.5744274894542443,1.0280996350016052
2025-01-24,0.013397476074755166,22.0,48,0.013397476074755166,6.0897618521614385,1.0418735752640036
2025-01-25,0.004643967475370769,31.0,48,0.004643967475370769,1.4980540243131515,1.0467120022609777
2025-01-26,-0.01449935888542786,30.0,48,-0.01449935888542786,-4.833119628475953,1.031535349290511
2025-01-27,-0.02229411465709541,22.0,48,-0.02229411465709541,-10.133688480497913,1.0085381819405814
2025-01-28,0.003875356760770221,28.0,48,0.003875356760770221,1.3840559859893649,1.0124466272024597
2025-01-29,0.03017330304101251,27.0,48,0.03017330304101251,11.175297422597225,1.0429954860978905
2025-01-30,0.00836512118919941,26.0,48,0.00836512118919941,3.2173543035382344,1.0517202697388874
2025-01-31,-0.008241247242364524,26.0,48,-0.008241247242364524,-3.1697104778325094,1.0430527829661629
2025-02-01,-0.0042610873068520405,23.0,48,-0.0042610873068520405,-1.8526466551530612,1.038608243992289
2025-02-02,-0.013911124364119676,22.0,48,-0.013911124364119676,-6.323238347327125,1.0241600355445124
2025-02-03,-0.018055335648399895,20.0,48,-0.018055335648399895,-9.027667824199947,1.005668482345079
2025-02-04,-0.005656418646878936,28.0,48,-0.005656418646878936,-2.0201495167424772,0.9999800003889638
2025-02-05,-0.001854875492025565,23.0,48,-0.001854875492025565,-0.8064676052285066,0.9981251619937266
2025-02-06,-0.012147149437543914,17.0,48,-0.012147149437543914,-7.145382022084655,0.9860007864936161
2025-02-07,-0.0012039298843762314,23.0,48,-0.0012039298843762314,-0.5234477758157527,0.984813710680738
2025-02-08,-0.0016040195124333856,28.0,48,-0.0016040195124333856,-0.572864111583352,0.9832340502726942
2025-02-09,-0.0013037353914996386,22.0,48,-0.0013037353914996386,-0.5926069961361994,0.9819521732432261
2025-02-10,-0.007211859981295365,24.0,48,-0.007211859981295365,-3.0049416588730686,0.9748704716614673
2025-02-11,-0.01870762602717091,20.0,48,-0.01870762602717091,-9.353813013585455,0.9566329594526929
2025-02-12,0.04513022003237077,31.0,48,0.04513022003237077,14.558135494313152,0.9998060154030111
2025-02-13,-0.011424851679185721,23.0,48,-0.011424851679185721,-4.967326817037271,0.988383379969074
2025-02-14,0.01443970003437911,26.0,48,0.01443970003437911,5.553730782453504,1.0026553394947932
2025-02-15,0.0010887572594340256,24.0,48,0.0010887572594340256,0.45364885809751065,1.0037469877743785
2025-02-16,-1.8054786515397936e-05,29.0,48,-1.8054786515397936e-05,-0.006225788453585495,1.0037288653367988
2025-02-17,-0.0036758537798307067,22.0,48,-0.0036758537798307067,-1.6708426271957757,1.0000393047932254
2025-02-18,-0.004269690191412878,19.0,48,-0.004269690191412878,-2.247205363901515,0.9957694467825224
2025-02-19,0.012920969558134487,28.0,48,0.012920969558134487,4.614631985048031,1.0086357534913197
2025-02-20,0.017521617242623355,24.0,48,0.017521617242623355,7.300673851093064,1.0263086831012196
2025-02-21,-0.027015663017572633,20.0,48,-0.027015663017572633,-13.507831508786316,0.9985822735665483
2025-02-22,0.007774521032715254,24.0,48,0.007774521032715254,3.2393837636313556,1.006345772455288
2025-02-23,0.003873470128576084,27.0,48,0.003873470128576084,1.4346185661392905,1.0102438227439123
2025-02-24,-0.029354402247504074,22.0,48,-0.029354402247504074,-13.342910112501853,0.9805887192030314
2025-02-25,-0.019748403996817432,21.0,48,-0.019748403996817432,-9.404001903246396,0.9612236570214882
2025-02-26,-0.031075459547191597,23.0,48,-0.031075459547191597,-13.511069368344172,0.9313531901519133
2025-02-27,0.006366955648205108,19.0,48,0.006366955648205108,3.3510292885290047,0.9372830746064249
2025-02-28,-0.04976553423071162,22.0,48,-0.04976553423071162,-22.620697377596187,0.8906386816732322
2025-03-01,0.0037194083373631726,21.0,48,0.0037194083373631726,1.7711468273157966,0.893951330611426
2025-03-02,0.03663092211738728,24.0,48,0.03663092211738728,15.262884215578032,0.9266975921797879
2025-03-03,-0.07290228347906791,21.0,48,-0.07290228347906791,-34.71537308527043,0.8591392216153273
2025-03-04,0.048856159678229094,27.0,48,0.048856159678229094,18.094873954899665,0.9011134646123952
2025-03-05,0.02259419991387801,26.0,48,0.02259419991387801,8.690076889953081,0.921473402376935
2025-03-06,-0.017791998746168436,23.0,48,-0.017791998746168436,-7.735651628768886,0.9050785487572169
2025-03-07,-0.016488228426309925,28.0,48,-0.016488228426309925,-5.8886530093964025,0.8901554069015548
2025-03-08,0.00893081981864352,27.0,48,0.00893081981864352,3.307711043942045,0.8981052244511839
2025-03-09,-0.04380547203660712,23.0,48,-0.04380547203660712,-19.04585740722049,0.8587633011555568
2025-03-10,-0.012168234117482801,25.0,48,-0.012168234117482801,-4.8672936469931205,0.8483136682555935
2025-03-11,-0.011333719843916845,24.0,48,-0.011333719843916845,-4.722383268298685,0.8386991187998192
2025-03-12,-0.0045347140771081484,24.0,48,-0.0045347140771081484,-1.889464198795062,0.8348958580993394
2025-03-13,-0.00012638593171554469,28.0,48,-0.00012638593171554469,-0.04513783275555168,0.834790339008428
2025-03-14,0.01131365952070773,18.0,48,0.01131365952070773,6.285366400393184,0.8442348726751455
2025-03-15,0.006426616982714295,24.0,48,0.006426616982714295,2.677757076130956,0.8496604468452793
2025-03-16,-0.02060734063829217,25.0,48,-0.02060734063829217,-8.242936255316868,0.832151204590255
2025-03-17,-0.005765838196210127,21.0,48,-0.005765838196210127,-2.745637236290537,0.8273531553898062
2025-03-18,-0.02257748652328806,19.0,48,-0.02257748652328806,-11.88288764383582,0.8086736006739931
2025-03-19,0.03616807506197495,26.0,48,0.03616807506197495,13.910798100759596,0.8379217681638075
2025-03-20,-0.022877272607627508,21.0,48,-0.022877272607627508,-10.89393933696548,0.8187524034496588
2025-03-21,0.005914301413969314,28.0,48,0.005914301413969314,2.1122505049890408,0.8235947519470719
2025-03-22,-0.001550066780728887,23.0,48,-0.001550066780728887,-0.673942078577777,0.8223181250812961
