day,daily_pnl,daily_turnover,bars,daily_return,profit_over_turnover,equity_curve
2025-01-01,0.007125165963455471,21.0,48,0.007125165963455471,3.392936173074034,1.0071251659634555
2025-01-02,0.013581980028778085,26.0,48,0.013581980028778085,5.223838472606956,1.0208039198540508
2025-01-03,0.002128093213826676,26.0,48,0.002128093213826676,0.818497389933337,1.02297628574854
2025-01-04,-0.0025267907629255015,17.0,48,-0.0025267907629255015,-1.4863475076032362,1.0203914387190187
2025-01-05,-0.0012674009625261995,25.0,48,-0.0012674009625261995,-0.5069603850104798,1.0190981936274328
2025-01-06,0.0072101500033661114,29.0,48,0.0072101500033661114,2.486258621850383,1.0264460444716461
2025-01-07,-0.03779469382807066,27.0,48,-0.03779469382807066,-13.998034751137281,0.9876518304898061
2025-01-08,-0.02370427381589779,21.0,48,-0.02370427381589779,-11.287749436141807,0.9642402610651031
2025-01-09,-0.01438067886088834,22.0,48,-0.01438067886088834,-6.5366722094947,0.9503738315259866
2025-01-10,0.008630879034949746,29.0,48,0.008630879034949746,2.9761651844654295,0.9585763931038692
2025-01-11,0.004092133505066209,23.0,48,0.004092133505066209,1.7791884804635691,0.962499015679255
2025-01-12,5.6630412057723234e-05,28.0,48,5.6630412057723234e-05,0.02022514716347258,0.962553522395118
2025-01-13,0.02888529088437619,27.0,48,0.02888529088437619,10.698255883102293,0.9903571608812819
2025-01-14,0.02216820196634961,30.0,48,0.02216820196634961,7.38940065544987,1.0123115984425188
2025-01-15,0.03605294064449671,24.0,48,0.03605294064449671,15.02205860187363,1.0488084084149025
2025-01-16,-0.008229144955741896,27.0,48,-0.008229144955741896,-3.0478314650895912,1.0401776119912554
2025-01-17,0.05670337444470519,22.0,48,0.05670337444470519,25.77426111122963,1.0991591926129949
2025-01-18,0.0033507450271572647,22.0,48,0.0033507450271572647,1.5230659214351203,1.102842194811697
2025-01-19,-0.014076966358976706,24.0,48,-0.014076966358976706,-5.865402649573627,1.0873175223360727
2025-01-20,0.08430961513657076,22.0,48,0.08430961513657076,38.32255233480489,1.1789888441754768
2025-01-21,0.010016690036964926,16.0,48,0.010016690036964926,6.2604312731030785,1.190798409984622
2025-01-22,-0.008420637035266743,25.0,48,-0.008420637035266743,-3.368254814106697,1.1807711287919689
2025-01-23,0.04086269877397819,25.0,48,0.04086269877397819,16.345079509591276,1.2290206237488053
2025-01-24,0.01752214257910334,24.0,48,0.01752214257910334,7.300892741293058,1.2505556983507902
2025-01-25,-0.006288294627469604,23.0,48,-0.006288294627469604,-2.734041142378089,1.2426918356714993
