day,daily_pnl,daily_turnover,bars,daily_return,profit_over_turnover,equity_curve
2025-06-21,-0.004077340056304224,21.0,48,-0.004077340056304224,-1.9415905030020113,0.9959226599436958
2025-06-22,0.01058987830570457,21.0,48,0.01058987830570457,5.042799193192652,1.0064693597143932
2025-06-23,0.041147396000921654,33.0,48,0.041147396000921654,12.468907879067167,1.0478829530213554
2025-06-24,0.016192208992017898,32.0,48,0.016192208992017898,5.0600653100055935,1.06485049279585
2025-06-25,0.008489947985474533,25.0,48,0.008489947985474533,3.3959791941898136,1.0738910180919936
2025-06-26,-0.002927182655428351,26.0,48,-0.002927182655428351,-1.1258394828570581,1.0707475429300144
2025-06-27,0.0046212869213152485,23.0,48,0.0046212869213152485,2.0092551831805427,1.0756957745461875
2025-06-28,0.007015517578448427,24.0,48,0.007015517578448427,2.923132324353511,1.0832423371615791
2025-06-29,0.002256005661304128,19.0,48,0.002256005661304128,1.1873714006863831,1.08568613800678
2025-06-30,-0.006187261629064578,27.0,48,-0.006187261629064578,-2.2915783811350288,1.0789687138238833
2025-07-01,-0.0013155090555854176,25.0,48,-0.0013155090555854176,-0.5262036222341671,1.0775493207101545
2025-07-02,-0.002606345372212271,15.0,48,-0.002606345372212271,-1.7375635814748474,1.0747408550247912
2025-07-03,0.012795908824692837,30.0,48,0.012795908824692837,4.265302941564279,1.088493141015861
2025-07-04,-0.006148422252369223,26.0,48,-0.006148422252369223,-2.3647777893727784,1.0818006255660877
2025-07-05,0.008502465016790306,28.0,48,0.008502465016790306,3.0365946488536806,1.0909985975401053
2025-07-06,0.004001142230363963,22.0,48,0.004001142230363963,1.8187010138018014,1.095363838101991
2025-07-07,0.0065281734721313045,29.0,48,0.0065281734721313045,2.2510943007349327,1.1025145632522202
2025-07-08,0.006286772699912846,25.0,48,0.006286772699912846,2.514709079965139,1.1094458217097305
2025-07-09,0.008611811827976323,25.0,48,0.008611811827976323,3.44472473119053,1.1190001603596293
2025-07-10,0.012745595798065446,23.0,48,0.012745595798065446,5.541563390463238,1.1332624841015435
2025-07-11,0.008459412840816527,28.0,48,0.008459412840816527,3.021218871720188,1.1428492193115676
2025-07-12,0.0017494778715476667,28.0,48,0.0017494778715476667,0.6248135255527381,1.1448486087312686
2025-07-13,0.008785290193224826,25.0,48,0.008785290193224826,3.5141160772899305,1.1549064359862824
2025-07-14,-0.0011521801456336744,25.0,48,-0.0011521801456336744,-0.4608720582534697,1.1535757757206744
2025-07-15,-0.013426135621027457,24.0,48,-0.013426135621027457,-5.594223175428107,1.1380877109067167
2025-07-16,-0.0009681337763548514,23.0,48,-0.0009681337763548514,-0.42092772884993546,1.1369858897533336
2025-07-17,0.0037819620844119495,25.0,48,0.0037819620844119495,1.5127848337647798,1.141285927278892
2025-07-18,0.013431985946874558,31.0,48,0.013431985946874558,4.33289869254018,1.1566156638154679
2025-07-19,-0.0037423162494488738,23.0,48,-0.0037423162494488738,-1.6270940214995104,1.1522872422224042
2025-07-20,0.0020168512033228447,28.0,48,0.0020168512033228447,0.7203040011867303,1.1546112341334538
2025-07-21,-0.003643392909040588,26.0,48,-0.003643392909040588,-1.4013049650156109,1.1504045317503133
2025-07-22,-0.001408452599947152,21.0,48,-0.001408452599947152,-0.6706917142605486,1.1487842414965785
2025-07-23,-0.007539091242433127,25.0,48,-0.007539091242433127,-3.015636496973251,1.1401234522820665
2025-07-24,0.0027014567793162136,22.0,48,0.0027014567793162136,1.227934899689188,1.1432034465114913
2025-07-25,-0.011795975933068026,19.0,48,-0.011795975933068026,-6.208408385825276,1.1297182461698414
2025-07-26,0.00711977205999903,25.0,48,0.00711977205999903,2.847908823999612,1.1377615825745924
2025-07-27,-0.002421715675967162,19.0,48,-0.002421715675967162,-1.274587197877454,1.1350062475145584
2025-07-28,0.0013031069435873732,22.0,48,0.0013031069435873732,0.5923213379942606,1.1364852820367097
2025-07-29,0.0020918921004601243,22.0,48,0.0020918921004601243,0.9508600456636929,1.1388626866204916
2025-07-30,0.0017734656962249407,26.0,48,0.0017734656962249407,0.6821021908557464,1.1408824205279235
2025-07-31,-0.012033470103212096,21.0,48,-0.012033470103212096,-5.730223858672426,1.1271536460292206
2025-08-01,-0.014662415047959176,25.0,48,-0.014662415047959176,-5.8649660191836706,1.1106268514483197
2025-08-02,0.005314717122191337,27.0,48,0.005314717122191337,1.9684137489597544,1.1165295189920774
2025-08-03,0.012059337153030314,22.0,48,0.012059337153030314,5.481516887741052,1.1299941249029135
2025-08-04,0.009473534291760566,30.0,48,0.009473534291760566,3.1578447639201888,1.140699162994669
2025-08-05,0.0042251464942266725,25.0,48,0.0042251464942266725,1.690058597690669,1.1455187840641632
2025-08-06,0.00817674092618037,25.0,48,0.00817674092618037,3.270696370472148,1.154885394387529
2025-08-07,0.012417553196993114,24.0,48,0.012417553196993114,5.173980498747131,1.1692262452087667
2025-08-08,-0.006453327649685869,26.0,48,-0.006453327649685869,-2.4820490960330264,1.1616808451518226
2025-08-09,0.001521840559911447,28.0,48,0.001521840559911447,0.5435144856826597,1.1634487381796468
2025-08-10,0.00538828350177234,22.0,48,0.00538828350177234,2.4492197735328816,1.169717729820738
2025-08-11,-0.0088182485750401,22.0,48,-0.0088182485750401,-4.008294806836409,1.1594028681165471
2025-08-12,0.008859438514573159,23.0,48,0.008859438514573159,3.851929788944852,1.1696745265402455
2025-08-13,0.014545061754596467,28.0,48,0.014545061754596467,5.194664912355881,1.1866875147615519
2025-08-14,-0.005723644798835914,28.0,48,-0.005723644798835914,-2.0441588567271123,1.1798953369398435
2025-08-15,-0.00926618089477349,19.0,48,-0.00926618089477349,-4.876937313038679,1.1689622133108593
2025-08-16,0.006033270640899424,28.0,48,0.006033270640899424,2.1547395146069372,1.1760148787127485
2025-08-17,-0.0004227420148367189,24.0,48,-0.0004227420148367189,-0.1761425061819662,1.1755177278134434
2025-08-18,1.1911735507519339e-05,22.0,48,1.1911735507519339e-05,0.005414425230690609,1.1755317302697015
2025-08-19,-0.015666849350362222,24.0,48,-0.015666849350362222,-6.52785389598426,1.1571148517449954
2025-08-20,0.02984500934710055,28.0,48,0.02984500934710055,10.658931909678767,1.1916489553109937
2025-08-21,-0.004511739253832414,22.0,48,-0.004511739253832414,-2.0507905699238247,1.1862725459425287
2025-08-22,0.012226344971793868,26.0,48,0.012226344971793868,4.702440373766872,1.2007763233197903
2025-08-23,-0.009126996384600905,23.0,48,-0.009126996384600905,-3.9682592976525677,1.1898168421581363
2025-08-24,0.005625719376442295,30.0,48,0.005625719376442295,1.8752397921474317,1.1965104178214827
2025-08-25,-0.03187675536861834,19.0,48,-0.03187675536861834,-16.777239667693863,1.158369547936584
2025-08-26,0.005421111109838228,24.0,48,0.005421111109838228,2.2587962957659284,1.1646491979622016
2025-08-27,-0.001523123665113757,20.0,48,-0.001523123665113757,-0.7615618325568785,1.1628752932072295
2025-08-28,0.011008504120978646,22.0,48,0.011008504120978646,5.003865509535748,1.1756768106646855
2025-08-29,-0.03741374170576306,25.0,48,-0.03741374170576306,-14.965496682305224,1.1316903421410216
2025-08-30,0.004446317161055813,24.0,48,0.004446317161055813,1.8526321504399221,1.1367221963302843
2025-08-31,-0.0015794977203487104,23.0,48,-0.0015794977203487104,-0.686738139282048,1.1349267462125108
2025-09-01,-0.010485511583896545,21.0,48,-0.010485511583896545,-4.993100754236449,1.1230264586682255
2025-09-02,-0.008202427700609971,21.0,48,-0.008202427700609971,-3.905917952671415,1.1138149153351273
2025-09-03,0.01562860729774085,30.0,48,0.01562860729774085,5.209535765913616,1.1312222912492667
2025-09-04,-0.010886536457754059,24.0,48,-0.010886536457754059,-4.536056857397525,1.1189071985337575
2025-09-05,0.0022364334370578165,26.0,48,0.0022364334370578165,0.8601667065606986,1.121409560005523
2025-09-06,0.0004622861462397765,23.0,48,0.0004622861462397765,0.20099397662598978,1.1219279721093744
2025-09-07,0.010708316720594913,24.0,48,0.010708316720594913,4.461798633581214,1.1339419321724162
2025-09-08,0.01207471858465936,27.0,48,0.01207471858465936,4.472117994318282,1.147633961894743
2025-09-09,-0.010526936407676102,20.0,48,-0.010526936407676102,-5.263468203838051,1.1355528921585878
2025-09-10,0.019306881571607648,28.0,48,0.019306881571607648,6.895314847002732,1.15747687736579
2025-09-11,0.01344978884683845,23.0,48,0.01344978884683845,5.847734281234109,1.1730446969614579
2025-09-12,0.008729426149921893,26.0,48,0.008729426149921893,3.357471596123805,1.1832847040141403
2025-09-13,0.0048143001839418,26.0,48,0.0048143001839418,1.8516539169006923,1.188981391782331
2025-09-14,-0.0021734296864834857,29.0,48,-0.0021734296864834857,-0.7494585125805122,1.1863972243287548
2025-09-15,0.01120978476260337,25.0,48,0.01120978476260337,4.483913905041348,1.1996964818564302
2025-09-16,0.007550911542200667,31.0,48,0.007550911542200667,2.4357779168389246,1.2087552838684172
2025-09-17,-0.003998149788892569,28.0,48,-0.003998149788892569,-1.4279106388902032,1.2039224991853958
2025-09-18,0.00964950862336389,31.0,48,0.00964950862336389,3.112744717214158,1.2155397597231472
2025-09-19,-0.008039697084385677,23.0,48,-0.008039697084385677,-3.4955204714720334,1.2057671882609462
2025-09-20,0.005339222255545173,26.0,48,0.005339222255545173,2.0535470213635283,1.2122050472675152
2025-09-21,0.006714778485740203,30.0,48,0.006714778485740203,2.238259495246734,1.2203447356392128
2025-09-22,-0.008803542059768299,26.0,48,-0.008803542059768299,-3.3859777152954993,1.209601379431596
2025-09-23,0.00719165476567496,22.0,48,0.00719165476567496,3.2689339843977088,1.2183004149565524
2025-09-24,0.004894677870572628,22.0,48,0.004894677870572628,2.2248535775330125,1.2242636030373497
2025-09-25,-0.013414110972430504,26.0,48,-0.013414110972430504,-5.159273450934809,1.2078411952066992
2025-09-26,0.014457235714865901,27.0,48,0.014457235714865901,5.35453174624663,1.225303240071928
2025-09-27,0.002750803025496462,25.0,48,0.002750803025496462,1.1003212101985849,1.2286738079318686
2025-09-28,0.0057533217820636695,25.0,48,0.0057533217820636695,2.301328712825468,1.235742763714094
2025-09-29,0.006410333998898121,26.0,48,0.006410333998898121,2.465513076499277,1.243664287566223
2025-09-30,0.0015554206645206348,24.0,48,0.0015554206645206348,0.6480919435502646,1.2455987086988298
2025-10-01,0.023521340695114246,28.0,48,0.023521340695114246,8.40047881968366,1.2748968602955293
